date,instrument,side,t1,ret,bin,trgt,h,pt_mult,sl_mult,avg_uniqueness
2022-01-20,nq1s,1,2022-01-25,-0.04718347820167523,0,0.04359307279738923,10,1.5,1.0,0.14564393939393938
2022-01-21,nq1s,1,2022-02-04,0.017953072470809683,1,0.045604444323078565,10,1.5,1.0,0.14808802308802307
2022-01-24,nq1s,1,2022-02-07,0.004051444728082165,1,0.04503201351067336,10,1.5,1.0,0.14682539682539686
2022-01-25,nq1s,1,2022-02-08,0.041988579106086776,1,0.046175640215858293,10,1.5,1.0,0.13874458874458875
2022-01-26,nq1s,1,2022-02-09,0.06213581947285318,1,0.045384964768967875,10,1.5,1.0,0.1336940836940837
2022-01-27,nq1s,1,2022-02-01,0.07206820741059472,1,0.04478063692998382,10,1.5,1.0,0.15029761904761904
2022-01-28,nq1s,-1,2022-02-11,0.013337490473222968,1,0.04915039883656888,10,1.5,1.0,0.11955266955266958
2022-01-31,nq1s,-1,2022-02-14,0.04374371016452927,1,0.052849815914447054,10,1.5,1.0,0.11349206349206352
2022-02-01,nq1s,-1,2022-02-15,0.02569232564756574,1,0.05201098743538525,10,1.5,1.0,0.10959595959595961
2022-02-02,nq1s,-1,2022-02-16,0.03404016011116007,1,0.05129555055693477,10,1.5,1.0,0.10732323232323232
2022-02-03,nq1s,-1,2022-02-17,0.022598285290684195,1,0.05639891278054748,10,1.5,1.0,0.10505050505050506
2022-02-04,nq1s,-1,2022-02-18,0.046951074188849806,1,0.056132293030355315,10,1.5,1.0,0.10404040404040406
2022-02-08,nq1s,-1,2022-02-23,0.08327394889574946,1,0.05478276538230925,10,1.5,1.0,0.10303030303030304
2022-02-09,nq1s,-1,2022-02-23,0.10179043439271607,1,0.055396655721918264,10,1.5,1.0,0.10222222222222221
2022-02-10,nq1s,1,2022-02-22,-0.05701993061700883,0,0.05598566999921443,10,1.5,1.0,0.10138888888888889
2022-02-11,nq1s,1,2022-02-28,-0.0008777781681675867,0,0.05799865632379001,10,1.5,1.0,0.10717893217893218
2022-02-14,nq1s,1,2022-03-01,-0.017364765312446684,0,0.05689425737578284,10,1.5,1.0,0.10818903318903318
2022-02-15,nq1s,1,2022-02-23,-0.07543037064965341,0,0.05828028472116338,10,1.5,1.0,0.09999999999999999
2022-02-16,nq1s,1,2022-02-23,-0.07482876712382613,0,0.05712868724279958,10,1.5,1.0,0.1
2022-02-17,nq1s,1,2022-03-04,-0.022944280696280295,0,0.058770689382156426,10,1.5,1.0,0.10837268791814246
2022-02-18,nq1s,1,2022-03-07,-0.048245927407586375,0,0.05789869261059388,10,1.5,1.0,0.10754624163715071
2022-02-22,nq1s,1,2022-03-08,-0.04297487872165284,0,0.056898472361173555,10,1.5,1.0,0.10754624163715074
2022-02-23,nq1s,1,2022-03-09,0.016823986674785463,1,0.057522572017018055,10,1.5,1.0,0.10855634264725174
2022-02-24,nq1s,1,2022-03-10,-0.02724376185860511,0,0.06100222998742216,10,1.5,1.0,0.10956644365735274
2022-02-25,nq1s,1,2022-03-08,-0.06441944924372256,0,0.060812114809287776,10,1.5,1.0,0.10501893939393939
2022-02-28,nq1s,1,2022-03-07,-0.06376511104852878,0,0.059698556220153666,10,1.5,1.0,0.10252525252525253
2022-03-01,nq1s,1,2022-03-14,-0.06854450037503457,0,0.059157299978588734,10,1.5,1.0,0.10373737373737375
2022-03-02,nq1s,-1,2022-03-16,0.02021846957633855,1,0.05915275226564916,10,1.5,1.0,0.10156106519742882
2022-03-03,nq1s,-1,2022-03-17,-0.0056214907770888445,0,0.05855647813970614,10,1.5,1.0,0.09972451790633609
2022-03-04,nq1s,1,2022-03-18,0.04157643643808795,1,0.057846218604545176,10,1.5,1.0,0.09889807162534435
2022-03-07,nq1s,1,2022-03-21,0.07892968049028659,1,0.060864859944780775,10,1.5,1.0,0.0997245179063361
2022-03-08,nq1s,1,2022-03-22,0.10467212953968907,1,0.05965953219324182,10,1.5,1.0,0.10055096418732784
2022-03-09,nq1s,1,2022-03-23,0.05197847347346185,1,0.0631841854852686,10,1.5,1.0,0.10156106519742884
2022-03-10,nq1s,1,2022-03-24,0.0868134670494638,1,0.06215472011339684,10,1.5,1.0,0.10156106519742884
2022-03-11,nq1s,1,2022-03-22,0.1025944284227116,1,0.062066343081435486,10,1.5,1.0,0.09797979797979799
2022-03-14,nq1s,1,2022-03-18,0.10499080036829689,1,0.061563823996646165,10,1.5,1.0,0.09454545454545456
2022-03-15,nq1s,1,2022-03-24,0.09771738726354062,1,0.06406970019838043,10,1.5,1.0,0.09936868686868687
2022-03-16,nq1s,1,2022-03-30,0.0804136274843632,1,0.06735477325279027,10,1.5,1.0,0.10199724517906338
2022-03-17,nq1s,1,2022-03-31,0.05394198224402702,1,0.06647191377316361,10,1.5,1.0,0.10199724517906335
2022-03-18,nq1s,1,2022-04-01,0.031238075415223276,1,0.06658814115220417,10,1.5,1.0,0.10199724517906335
2022-03-21,nq1s,1,2022-04-04,0.05523468216172556,1,0.06529848556332732,10,1.5,1.0,0.10199724517906335
2022-03-22,nq1s,1,2022-04-05,0.01187389108756376,1,0.06513801085725682,10,1.5,1.0,0.10117079889807162
2022-03-23,nq1s,1,2022-04-06,0.004031978958067173,1,0.06452382758349275,10,1.5,1.0,0.10034435261707988
2022-03-24,nq1s,-1,2022-04-07,0.01542629751955027,1,0.06463343717959655,10,1.5,1.0,0.09850780532598714
2022-03-25,nq1s,-1,2022-04-08,0.029056469512038885,1,0.06336111491588707,10,1.5,1.0,0.09667125803489439
2022-03-28,nq1s,-1,2022-04-11,0.0657479855190749,1,0.0627490605763098,10,1.5,1.0,0.09357208448117539
2022-03-29,nq1s,1,2022-04-11,-0.08122918409859237,0,0.062220250769434986,10,1.5,1.0,0.09181818181818183
2022-03-30,nq1s,1,2022-04-11,-0.07109444978936774,0,0.06152800069258294,10,1.5,1.0,0.09090909090909091
2022-03-31,nq1s,1,2022-04-12,-0.06212694409370134,0,0.061039235944894014,10,1.5,1.0,0.0946969696969697
2022-04-01,nq1s,1,2022-04-12,-0.06181145404021804,0,0.059836481762720765,10,1.5,1.0,0.09517045454545454
2022-04-04,nq1s,1,2022-04-11,-0.07677596979738766,0,0.05982686536588589,10,1.5,1.0,0.09090909090909093
2022-04-05,nq1s,1,2022-04-14,-0.06300579983829202,0,0.060524228388693445,10,1.5,1.0,0.10592532467532467
2022-04-06,nq1s,1,2022-04-21,-0.05356681201666258,0,0.060985266904212375,10,1.5,1.0,0.10759215531942803
2022-04-07,nq1s,1,2022-04-22,-0.08134975233873942,0,0.059793489007099625,10,1.5,1.0,0.10759215531942803
2022-04-08,nq1s,1,2022-04-22,-0.06794862846393501,0,0.05929107320683707,10,1.5,1.0,0.10926046176046175
2022-04-11,nq1s,1,2022-04-26,-0.07028571428563679,0,0.05976765192328639,10,1.5,1.0,0.10841860160041977
2022-04-12,nq1s,1,2022-04-26,-0.06661885980666937,0,0.0586039262101872,10,1.5,1.0,0.11016955266955267
2022-04-13,nq1s,-1,2022-04-28,0.05391484723860729,1,0.058928660180995594,10,1.5,1.0,0.1061458743276925
2022-04-14,nq1s,-1,2022-04-29,0.07497975708524607,1,0.05943393463934124,10,1.5,1.0,0.10142332415059686
2022-04-18,nq1s,-1,2022-05-02,0.060020492172276785,1,0.058279737223119,10,1.5,1.0,0.09915059687786963
2022-04-19,nq1s,-1,2022-04-29,0.09602771281356626,1,0.058959268148689965,10,1.5,1.0,0.09618406285072952
2022-04-20,nq1s,-1,2022-05-04,0.033809957335620755,1,0.0584832012497255,10,1.5,1.0,0.09504132231404959
2022-04-21,nq1s,-1,2022-05-05,0.06339118241636565,1,0.05849528342555942,10,1.5,1.0,0.09421487603305785
2022-04-22,nq1s,1,2022-05-06,-0.04925674916645095,0,0.0595227753365182,10,1.5,1.0,0.09421487603305785
2022-04-25,nq1s,-1,2022-05-09,0.09914485713755572,1,0.059230748404507864,10,1.5,1.0,0.09421487603305785
2022-04-26,nq1s,1,2022-05-09,-0.06317224953913014,0,0.06240099355577029,10,1.5,1.0,0.09363636363636366
2022-04-27,nq1s,1,2022-05-09,-0.0626681528172579,0,0.06119687513593088,10,1.5,1.0,0.09393939393939395
2022-04-28,nq1s,-1,2022-05-11,0.11036994370011177,1,0.06428447048269201,10,1.5,1.0,0.09565656565656565
2022-04-29,nq1s,1,2022-05-11,-0.06864690320567024,0,0.06859204718259215,10,1.5,1.0,0.09618406285072952
2022-05-02,nq1s,-1,2022-05-16,0.06335577143712523,1,0.06846998785099252,10,1.5,1.0,0.10098714416896236
2022-05-03,nq1s,-1,2022-05-17,0.040286532951508636,1,0.06716283887517253,10,1.5,1.0,0.10098714416896236
2022-05-04,nq1s,-1,2022-05-11,0.11539953810634285,1,0.06955475485870449,10,1.5,1.0,0.0957912457912458
2022-05-05,nq1s,-1,2022-05-19,0.07619769793079567,1,0.07479208455479715,10,1.5,1.0,0.10098714416896235
2022-05-06,nq1s,-1,2022-05-20,0.06734537148281117,1,0.0735380609368255,10,1.5,1.0,0.10098714416896235
2022-05-09,nq1s,-1,2022-05-23,0.012998462326860749,1,0.07556870439523944,10,1.5,1.0,0.10098714416896235
2022-05-10,nq1s,1,2022-05-24,-0.046805409345329396,0,0.07489321051023354,10,1.5,1.0,0.10098714416896235
2022-05-11,nq1s,1,2022-05-25,-0.0022974581761449064,0,0.07525467209655849,10,1.5,1.0,0.0991505968778696
2022-05-12,nq1s,1,2022-05-26,0.027788821695851063,1,0.07379906260230486,10,1.5,1.0,0.09832415059687788
2022-05-13,nq1s,1,2022-05-27,0.023823464094156366,1,0.07671437965261944,10,1.5,1.0,0.09522497704315885
2022-05-16,nq1s,1,2022-05-31,0.03280997978738376,1,0.07533625058888158,10,1.5,1.0,0.09338842975206613
2022-05-17,nq1s,1,2022-06-01,-0.0007364503091232821,0,0.07607680982239853,10,1.5,1.0,0.09338842975206613
2022-05-18,nq1s,1,2022-06-02,0.08028570231651244,1,0.08031593114349432,10,1.5,1.0,0.09338842975206613
2022-05-19,nq1s,1,2022-06-03,0.05663713089079625,1,0.07872535958506105,10,1.5,1.0,0.09338842975206613
2022-05-20,nq1s,1,2022-06-06,0.06454405337518088,1,0.07717293465196495,10,1.5,1.0,0.09421487603305785
2022-05-23,nq1s,1,2022-06-07,0.0561891111524635,1,0.07675969556128445,10,1.5,1.0,0.09504132231404959
2022-05-24,nq1s,1,2022-06-08,0.07176535553501528,1,0.07608980797069761,10,1.5,1.0,0.09586776859504133
2022-05-25,nq1s,1,2022-06-09,0.02786325859897909,1,0.07551425660328366,10,1.5,1.0,0.09669421487603307
2022-05-26,nq1s,1,2022-06-10,-0.035771728729218966,0,0.07658491114481089,10,1.5,1.0,0.09752066115702479
2022-05-27,nq1s,1,2022-06-13,-0.10895072075089896,0,0.07806879345138067,10,1.5,1.0,0.09935720844811753
2022-05-31,nq1s,1,2022-06-13,-0.10674890285803529,0,0.0765262831834357,10,1.5,1.0,0.10020202020202021
2022-06-02,nq1s,1,2022-06-10,-0.08172564226813717,0,0.07571634917774601,10,1.5,1.0,0.09999999999999999
2022-06-03,nq1s,1,2022-06-13,-0.09995219504404185,0,0.07601282158640471,10,1.5,1.0,0.10158730158730157
2022-06-06,nq1s,1,2022-06-13,-0.10380801269333151,0,0.07459372093500466,10,1.5,1.0,0.10185185185185186
2022-06-07,nq1s,1,2022-06-13,-0.11131652440662809,0,0.073362267580921,10,1.5,1.0,0.10222222222222221
2022-06-08,nq1s,1,2022-06-13,-0.10457166636872162,0,0.0720284876083134,10,1.5,1.0,0.10277777777777779
2022-06-09,nq1s,1,2022-06-13,-0.07971486761654101,0,0.07245189092404601,10,1.5,1.0,0.1037037037037037
2022-06-10,nq1s,-1,2022-06-27,-0.014151075249879241,0,0.07406362420552014,10,1.5,1.0,0.2313131313131313
2022-06-13,nq1s,1,2022-06-28,0.0306113440731548,1,0.07744259505172775,10,1.5,1.0,0.25252525252525254
2022-06-14,nq1s,1,2022-06-29,0.030361785571885846,1,0.07602890068758711,10,1.5,1.0,0.28787878787878785
2022-06-15,nq1s,-1,2022-06-30,0.008556195717936754,1,0.07674001175124269,10,1.5,1.0,0.3484848484848485
2020-01-03,fesx1s,-1,2020-01-17,-0.01092168353815981,0,0.023504601549868238,10,1.5,1.0,0.2745343040797586
2020-01-06,fesx1s,1,2020-01-20,0.013640010698167782,1,0.023247094929861625,10,1.5,1.0,0.19188967598058507
2020-01-07,fesx1s,1,2020-01-21,0.007466666666133603,1,0.022825088453227664,10,1.5,1.0,0.15469959333595693
2020-01-08,fesx1s,1,2020-01-22,-0.0005317734655526651,0,0.02240884264706395,10,1.5,1.0,0.132661025842844
2020-01-09,fesx1s,-1,2020-01-23,0.014542570069064231,1,0.022149511633578436,10,1.5,1.0,0.11819821592548863
2020-01-10,fesx1s,-1,2020-01-24,0.003439153438372089,1,0.02173575026781756,10,1.5,1.0,0.10828086055358782
2020-01-13,fesx1s,1,2020-01-27,-0.02470775770579814,0,0.021559535493614196,10,1.5,1.0,0.10139380821199002
2020-01-14,fesx1s,1,2020-01-27,-0.024189261031572373,0,0.021150519932830153,10,1.5,1.0,0.09724747474747475
2020-01-15,fesx1s,1,2020-01-27,-0.02263045793481977,0,0.020785644665855266,10,1.5,1.0,0.0941638608305275
2020-01-16,fesx1s,1,2020-01-27,-0.024189261031572373,0,0.020381188096087112,10,1.5,1.0,0.09204545454545454
2020-01-17,fesx1s,1,2020-01-27,-0.0326745718054029,0,0.020580575027882034,10,1.5,1.0,0.09090909090909093
2020-01-20,fesx1s,1,2020-01-27,-0.03139841688807443,0,0.02022731504018922,10,1.5,1.0,0.09090909090909093
2020-01-21,fesx1s,-1,2020-01-31,0.0367919534151433,1,0.019992880424381954,10,1.5,1.0,0.12100769600769601
2020-01-22,fesx1s,-1,2020-01-31,0.031923383878890044,1,0.019930507336718122,10,1.5,1.0,0.12477002164502164
2020-01-23,fesx1s,-1,2020-02-06,-0.019318486718270522,0,0.020340201572107332,10,1.5,1.0,0.1260199396563033
2020-01-24,fesx1s,1,2020-01-27,-0.02548447040175761,0,0.02096365592181844,10,1.5,1.0,0.09090909090909091
2020-01-27,fesx1s,1,2020-02-10,0.032143830020162634,1,0.026291372558120238,10,1.5,1.0,0.13095566050111504
2020-01-28,fesx1s,-1,2020-02-11,-0.03127527635480232,0,0.026610911844408506,10,1.5,1.0,0.1327922077922078
2020-01-29,fesx1s,1,2020-02-12,0.03136729222573198,1,0.02631626328849697,10,1.5,1.0,0.12597402597402596
2020-01-30,fesx1s,-1,2020-02-06,-0.03261755911953346,0,0.02721786362887683,10,1.5,1.0,0.12447089947089945
2020-01-31,fesx1s,1,2020-02-06,0.0439681231110276,1,0.027479787168101743,10,1.5,1.0,0.12079365079365079
2020-02-03,fesx1s,1,2020-02-11,0.04679802955698764,1,0.02710225892907342,10,1.5,1.0,0.11802721088435374
2020-02-04,fesx1s,1,2020-02-18,0.028747984955332706,1,0.02905447677006309,10,1.5,1.0,0.1123048668503214
2020-02-05,fesx1s,1,2020-02-19,0.023607427056749453,1,0.02953234688412003,10,1.5,1.0,0.10920569329660236
2020-02-06,fesx1s,-1,2020-02-20,-0.00947617794143385,0,0.029267520006281675,10,1.5,1.0,0.10736914600550963
2020-02-07,fesx1s,-1,2020-02-21,-0.00026364355254959726,0,0.028731627769726206,10,1.5,1.0,0.1065426997245179
2020-02-10,fesx1s,-1,2020-02-24,0.03800475059328634,1,0.028188031936378866,10,1.5,1.0,0.10344352617079888
2020-02-11,fesx1s,1,2020-02-24,-0.0470588235287519,0,0.028146450718866695,10,1.5,1.0,0.10267676767676767
2020-02-12,fesx1s,1,2020-02-24,-0.05250844814087252,0,0.02773588486857121,10,1.5,1.0,0.10173961840628508
2020-02-13,fesx1s,1,2020-02-24,-0.04979144942588831,0,0.027309991626813704,10,1.5,1.0,0.0988320707070707
2020-02-14,fesx1s,1,2020-02-24,-0.05003909304132936,0,0.02677488401180039,10,1.5,1.0,0.0950937950937951
2020-02-17,fesx1s,1,2020-02-24,-0.053000779421901845,0,0.02627400726400185,10,1.5,1.0,0.09242424242424245
2020-02-18,fesx1s,1,2020-02-24,-0.048054322276881445,0,0.026058357999718826,10,1.5,1.0,0.09090909090909091
2020-02-19,fesx1s,1,2020-02-24,-0.05545478103136259,0,0.02589381063201763,10,1.5,1.0,0.09090909090909091
2020-02-20,fesx1s,1,2020-02-24,-0.04954367666123405,0,0.02579844232665627,10,1.5,1.0,0.0909090909090909
2020-02-21,fesx1s,1,2020-02-24,-0.039272535580836876,0,0.026302793555043287,10,1.5,1.0,0.09090909090909091
2020-02-24,fesx1s,1,2020-02-27,-0.05157750343099421,0,0.0360037328062525,10,1.5,1.0,0.2935606060606061
2020-02-25,fesx1s,1,2020-02-28,-0.07196863623612637,0,0.03728187437574871,10,1.5,1.0,0.3333333333333333
2020-02-26,fesx1s,1,2020-02-28,-0.07274762171182514,0,0.036582552212587646,10,1.5,1.0,0.27777777777777773
2020-02-27,fesx1s,1,2020-02-28,-0.04136534567432937,0,0.04083454321525795,10,1.5,1.0,0.25
2020-02-28,fesx1s,1,2020-03-09,-0.10229330114772095,0,0.04683840583692074,10,1.5,1.0,0.26666666666666666
2020-03-02,fesx1s,1,2020-03-09,-0.109014675053273,0,0.046516496543275214,10,1.5,1.0,0.26944444444444443
2020-03-03,fesx1s,1,2020-03-09,-0.11299940369819628,0,0.04590320427009402,10,1.5,1.0,0.2233333333333333
2020-03-04,fesx1s,1,2020-03-06,-0.05218411023182423,0,0.04677108172293957,10,1.5,1.0,0.20555555555555557
2020-03-05,fesx1s,1,2020-03-09,-0.11642411642445194,0,0.04626629034697343,10,1.5,1.0,0.17777777777777778
2020-03-06,fesx1s,1,2020-03-09,-0.07980204144797765,0,0.050902240988147794,10,1.5,1.0,0.16666666666666666
2020-03-09,fesx1s,1,2020-03-12,-0.137142857141882,0,0.06964989021291362,10,1.5,1.0,0.3125
2020-03-10,fesx1s,1,2020-03-12,-0.11908030198975461,0,0.06873412713149171,10,1.5,1.0,0.3611111111111111
2020-03-11,fesx1s,1,2020-03-12,-0.11299239806537698,0,0.06737918207620759,10,1.5,1.0,0.29166666666666663
2020-03-12,fesx1s,1,2020-03-26,0.10172111166075992,1,0.09565325677099638,10,1.5,1.0,0.20818903318903317
2020-03-13,fesx1s,1,2020-03-27,0.06143834895072575,1,0.09384378374969098,10,1.5,1.0,0.19844877344877343
2020-03-16,fesx1s,1,2020-03-25,0.14888232813091173,1,0.0953837983347888,10,1.5,1.0,0.17862103174603172
2020-03-17,fesx1s,1,2020-03-31,0.12351738241363885,1,0.09752777394795432,10,1.5,1.0,0.14704184704184703
2020-03-18,fesx1s,1,2020-03-25,0.1771823681944944,1,0.09921040444606014,10,1.5,1.0,0.14093915343915345
2020-03-19,fesx1s,1,2020-03-26,0.16421671566703933,1,0.10075229179671394,10,1.5,1.0,0.1261243386243386
2020-03-20,fesx1s,1,2020-04-03,0.07076047173573063,1,0.10254263203781046,10,1.5,1.0,0.12153679653679655
2020-03-23,fesx1s,1,2020-03-26,0.1540383014176836,1,0.1008302662081967,10,1.5,1.0,0.11180555555555556
2020-03-24,fesx1s,1,2020-04-07,0.07094081942273234,1,0.11801299775937067,10,1.5,1.0,0.11454151908697363
2020-03-25,fesx1s,1,2020-04-08,0.031571218795646505,1,0.11827988496343057,10,1.5,1.0,0.11270497179588088
2020-03-26,fesx1s,1,2020-04-09,0.02994227994103027,1,0.11680185399001121,10,1.5,1.0,0.11187852551488912
2020-03-27,fesx1s,1,2020-04-14,0.08703843255524557,1,0.11701356849324143,10,1.5,1.0,0.11004197822379638
2020-03-30,fesx1s,1,2020-04-15,0.020265291082016912,1,0.11603968203944376,10,1.5,1.0,0.10531942804670077
2020-03-31,fesx1s,1,2020-04-16,0.014197306152425204,1,0.11422968442697731,10,1.5,1.0,0.10059687786960514
2020-04-01,fesx1s,1,2020-04-17,0.08057772710098865,1,0.114534308691913,10,1.5,1.0,0.09749770431588614
2020-04-02,fesx1s,1,2020-04-20,0.08393194706990226,1,0.11247649274391079,10,1.5,1.0,0.09439853076216713
2020-04-03,fesx1s,1,2020-04-21,0.046714774022255545,1,0.11025013451924483,10,1.5,1.0,0.09256198347107439
2020-04-06,fesx1s,-1,2020-04-22,-0.01119537739353782,0,0.11344755840673496,10,1.5,1.0,0.09173553719008264
2020-04-07,fesx1s,-1,2020-04-23,-0.0003542330865222709,0,0.11206854201683879,10,1.5,1.0,0.09090909090909091
2020-04-08,fesx1s,1,2020-04-24,-0.013167259786901253,0,0.1098589091302759,10,1.5,1.0,0.09090909090909091
2020-04-09,fesx1s,-1,2020-04-27,0.00455341506137763,1,0.10827513044057584,10,1.5,1.0,0.09090909090909091
2020-04-14,fesx1s,-1,2020-04-28,-0.002772963604155576,0,0.10639501543982169,10,1.5,1.0,0.09090909090909091
2020-04-15,fesx1s,1,2020-04-29,0.07114481762475688,1,0.10717973055501229,10,1.5,1.0,0.09090909090909091
2020-04-16,fesx1s,1,2020-04-30,0.03625269203127113,1,0.10520009601761861,10,1.5,1.0,0.09090909090909091
2020-04-17,fesx1s,-1,2020-05-04,0.020049243757692126,1,0.10406681473188283,10,1.5,1.0,0.09090909090909091
2020-04-20,fesx1s,-1,2020-05-05,0.005231949773180755,1,0.10219016801315843,10,1.5,1.0,0.09090909090909091
2020-04-21,fesx1s,1,2020-05-06,0.023222060957149626,1,0.10295552760900653,10,1.5,1.0,0.09090909090909091
2020-04-22,fesx1s,1,2020-05-07,0.021785714283961033,1,0.10156249586306085,10,1.5,1.0,0.09090909090909091
2020-04-23,fesx1s,1,2020-05-08,0.023725212462305745,1,0.09976043706853654,10,1.5,1.0,0.09090909090909091
2020-04-24,fesx1s,-1,2020-05-11,-0.03389830508633107,0,0.09833492320587338,10,1.5,1.0,0.09090909090909091
2020-04-27,fesx1s,1,2020-05-12,0.010555946516348502,1,0.09779976448601353,10,1.5,1.0,0.09090909090909091
2020-04-28,fesx1s,-1,2020-05-13,0.035257518145679234,1,0.0965742058960377,10,1.5,1.0,0.09090909090909091
2020-04-29,fesx1s,-1,2020-05-14,0.07754551584791802,1,0.09594890825250119,10,1.5,1.0,0.09090909090909091
2020-04-30,fesx1s,-1,2020-05-15,0.04641496363054165,1,0.09559806067094082,10,1.5,1.0,0.09090909090909091
2020-05-04,fesx1s,1,2020-05-18,0.04235463029373654,1,0.09620967513154026,10,1.5,1.0,0.09090909090909091
2020-05-05,fesx1s,-1,2020-05-19,-0.015077138849799665,0,0.09559298245704072,10,1.5,1.0,0.09090909090909091
2020-05-06,fesx1s,-1,2020-05-20,-0.04078014184491918,0,0.09392397406793572,10,1.5,1.0,0.09090909090909091
2020-05-07,fesx1s,-1,2020-05-21,-0.010835372248419795,0,0.09257521783464223,10,1.5,1.0,0.09090909090909091
2020-05-08,fesx1s,-1,2020-05-22,-0.00207540643566384,0,0.09100028628146442,10,1.5,1.0,0.09090909090909091
2020-05-11,fesx1s,1,2020-05-25,0.03139169863908409,1,0.08934110007798653,10,1.5,1.0,0.09090909090909091
2020-05-12,fesx1s,1,2020-05-26,0.042479108636622076,1,0.087582905429271,10,1.5,1.0,0.09090909090909091
2020-05-13,fesx1s,1,2020-05-27,0.08849874596819696,1,0.0876097438944723,10,1.5,1.0,0.09173553719008266
2020-05-14,fesx1s,1,2020-05-28,0.13011695906496423,1,0.08662751738535865,10,1.5,1.0,0.09256198347107439
2020-05-15,fesx1s,-1,2020-05-26,-0.08754086451367549,0,0.08507305063592131,10,1.5,1.0,0.09090909090909091
2020-05-18,fesx1s,-1,2020-06-01,-0.06646005509783826,0,0.09016574983981593,10,1.5,1.0,0.0933884297520661
2020-05-19,fesx1s,-1,2020-06-02,-0.08635578583759251,0,0.08840464561279283,10,1.5,1.0,0.09338842975206613
2020-05-20,fesx1s,1,2020-06-03,0.11107325383372224,1,0.08706319728852789,10,1.5,1.0,0.09338842975206613
2020-05-21,fesx1s,1,2020-06-04,0.1248271092657749,1,0.08587262982890188,10,1.5,1.0,0.09421487603305788
2020-05-22,fesx1s,1,2020-06-05,0.167069382118324,1,0.08417842565495993,10,1.5,1.0,0.0950413223140496
2020-05-25,fesx1s,1,2020-06-05,0.14338856949546908,1,0.08347360851521969,10,1.5,1.0,0.09545454545454546
2020-05-26,fesx1s,-1,2020-06-03,-0.08917835671311947,0,0.0821316149141919,10,1.5,1.0,0.09480519480519481
2020-05-27,fesx1s,-1,2020-06-05,-0.11290322580689827,0,0.08092137044067402,10,1.5,1.0,0.09659090909090909
2020-05-28,fesx1s,-1,2020-06-05,-0.09346701164323323,0,0.07991636340048058,10,1.5,1.0,0.09610389610389611
2020-05-29,fesx1s,-1,2020-06-05,-0.109980302036635,0,0.0790810634984316,10,1.5,1.0,0.09545454545454546
2020-06-01,fesx1s,-1,2020-06-05,-0.09170164675441561,0,0.07805530343526149,10,1.5,1.0,0.09454545454545453
2020-06-02,fesx1s,1,2020-06-16,0.03048588103195793,1,0.07693179727542931,10,1.5,1.0,0.11985110848747213
2020-06-03,fesx1s,1,2020-06-17,0.0006323452425325282,1,0.07818614067935939,10,1.5,1.0,0.11985110848747213
2020-06-04,fesx1s,1,2020-06-18,-0.002176480190527519,0,0.0767492422951155,10,1.5,1.0,0.11985110848747209
2020-06-05,fesx1s,-1,2020-06-19,0.03190011652914626,1,0.07823579972634512,10,1.5,1.0,0.11902466220648038
2020-06-08,fesx1s,1,2020-06-22,-0.03687270984361135,0,0.07692467511516318,10,1.5,1.0,0.11819821592548863
2020-06-09,fesx1s,-1,2020-06-23,0.002878346655593056,1,0.07631503774513997,10,1.5,1.0,0.10828086055358782
2020-06-10,fesx1s,1,2020-06-24,-0.02832715754518511,0,0.07508811767643309,10,1.5,1.0,0.10139380821199002
2020-06-11,fesx1s,1,2020-06-25,0.02627789306624595,1,0.07963713452291314,10,1.5,1.0,0.09667125803489439
2020-06-12,fesx1s,1,2020-06-26,0.022176006910541002,1,0.07814800249431014,10,1.5,1.0,0.09357208448117539
2020-06-15,fesx1s,1,2020-06-29,0.03634609199095218,1,0.07662127933630504,10,1.5,1.0,0.09173553719008264
2020-06-16,fesx1s,1,2020-06-30,0.0028002489111838003,1,0.07763593611095533,10,1.5,1.0,0.09090909090909091
2020-06-17,fesx1s,1,2020-07-01,-0.009579728059908477,0,0.07614046077883706,10,1.5,1.0,0.09090909090909091
2020-06-18,fesx1s,-1,2020-07-02,-0.025473749613220686,0,0.07480429990402258,10,1.5,1.0,0.09090909090909091
2020-06-19,fesx1s,-1,2020-07-03,-0.007701786815002887,0,0.07341013086469067,10,1.5,1.0,0.09090909090909091
2020-06-22,fesx1s,-1,2020-07-06,-0.038569206843096504,0,0.0723662299922529,10,1.5,1.0,0.09090909090909091
2020-06-23,fesx1s,-1,2020-07-07,-0.009140767822921392,0,0.07183529370653428,10,1.5,1.0,0.09090909090909091
2020-06-24,fesx1s,1,2020-07-08,0.03020767778436695,1,0.07372528218964862,10,1.5,1.0,0.09090909090909091
2020-06-25,fesx1s,1,2020-07-09,0.013092269327477535,1,0.07242432777798477,10,1.5,1.0,0.09090909090909091
2020-06-26,fesx1s,1,2020-07-10,0.032369578880931504,1,0.07126568302766612,10,1.5,1.0,0.09090909090909091
2020-06-29,fesx1s,-1,2020-07-13,-0.03755431409073817,0,0.07018215987487977,10,1.5,1.0,0.09090909090909091
2020-06-30,fesx1s,-1,2020-07-14,-0.025131864723826114,0,0.06880019486795529,10,1.5,1.0,0.09090909090909091
2020-07-01,fesx1s,1,2020-07-15,0.053042121685919597,1,0.06759903797878035,10,1.5,1.0,0.09090909090909091
2020-07-02,fesx1s,-1,2020-07-16,-0.017267494697488672,0,0.06847840777968751,10,1.5,1.0,0.09090909090909091
