instrument,t_signal,t_start,t_end,side,ret,label,uniqueness_weight,sigma
nq1s,2020-08-05,2020-08-06,2020-08-20,-1,-0.018999186173227045,0,0.09439853076216713,0.019784704496214514
nq1s,2020-08-06,2020-08-07,2020-08-21,-1,-0.038731298254562674,0,0.09439853076216713,0.01966491110476701
nq1s,2020-08-07,2020-08-10,2020-08-24,-1,-0.04970582657333722,0,0.09256198347107439,0.019587744556839898
nq1s,2020-08-10,2020-08-11,2020-08-24,-1,-0.06733686117286197,0,0.09181818181818183,0.019419453068193787
nq1s,2020-08-11,2020-08-12,2020-08-26,1,0.07489250549671844,1,0.09173553719008264,0.019432604204863743
nq1s,2020-08-12,2020-08-13,2020-08-26,-1,-0.07047570553569749,0,0.09181818181818183,0.019449183448268955
nq1s,2020-08-13,2020-08-14,2020-08-26,-1,-0.0741961813856058,0,0.09191919191919191,0.019257437101902756
nq1s,2020-08-14,2020-08-17,2020-08-26,-1,-0.06054774579776101,0,0.09204545454545454,0.019086231825812084
nq1s,2020-08-17,2020-08-18,2020-09-01,-1,-0.07619057659963069,0,0.09832415059687788,0.01896117043018885
nq1s,2020-08-18,2020-08-19,2020-08-31,-1,-0.0667312265902158,0,0.09896184062850728,0.01880685972054471
nq1s,2020-08-19,2020-08-20,2020-09-01,-1,-0.07024819134179161,0,0.0999719416386083,0.01866852188390534
nq1s,2020-08-20,2020-08-21,2020-09-01,-1,-0.06289114783787042,0,0.10110479797979799,0.018536647265364182
nq1s,2020-08-21,2020-08-24,2020-09-02,-1,-0.0644982367298752,0,0.10759830447330448,0.018363050593852646
nq1s,2020-08-24,2020-08-25,2020-09-08,-1,0.05844971542828681,1,0.11627344877344878,0.018186794706289564
nq1s,2020-08-25,2020-08-26,2020-09-08,-1,0.080797014120634,1,0.11808160974827642,0.018017838565398535
nq1s,2020-08-26,2020-08-27,2020-09-08,-1,0.07758117439665035,1,0.1214781746031746,0.01804098716617905
nq1s,2020-08-27,2020-08-28,2020-09-08,-1,0.08083871032195411,1,0.1209750566893424,0.01788606739803811
nq1s,2020-08-28,2020-08-31,2020-09-08,-1,0.09098160552883527,1,0.12261904761904763,0.017708096721318928
nq1s,2020-08-31,2020-09-01,2020-09-04,-1,0.06403780049604535,1,0.12767857142857142,0.017557700311711655
nq1s,2020-09-02,2020-09-03,2020-09-08,-1,0.0647617004263612,1,0.13095238095238096,0.01731120943700662
nq1s,2020-09-03,2020-09-04,2020-09-21,-1,0.04844058302131593,1,0.16089794044339498,0.01874972631459184
nq1s,2020-09-04,2020-09-08,2020-09-22,1,0.009256301338046669,1,0.15779876688967598,0.018872617706981513
nq1s,2020-09-08,2020-09-09,2020-09-23,1,-0.04950761701402939,0,0.15469959333595693,0.019739275358082262
nq1s,2020-09-09,2020-09-10,2020-09-24,1,-0.02472245351960467,0,0.132661025842844,0.01993874488440635
nq1s,2020-09-10,2020-09-11,2020-09-25,1,0.007999241757740805,1,0.11819821592548863,0.01995666523533035
nq1s,2020-09-11,2020-09-14,2020-09-28,1,0.011319002197620165,1,0.10828086055358782,0.019829473924127955
nq1s,2020-09-14,2020-09-15,2020-09-29,1,-0.009873697907414325,0,0.10139380821199002,0.019799330068286335
nq1s,2020-09-15,2020-09-16,2020-09-30,1,0.013436643814710436,1,0.09667125803489439,0.019707843313803562
nq1s,2020-09-16,2020-09-17,2020-10-01,1,0.044113112427419665,1,0.09357208448117539,0.019694536633931937
nq1s,2020-09-17,2020-09-18,2020-10-02,1,0.027641339675760435,1,0.09256198347107439,0.01965440281931366
nq1s,2020-09-18,2020-09-21,2020-10-05,1,0.04277476857023643,1,0.09256198347107439,0.01956692272032031
nq1s,2020-09-21,2020-09-22,2020-10-06,1,0.01108236064652246,1,0.09338842975206613,0.01938366660367331
nq1s,2020-09-22,2020-09-23,2020-10-01,1,0.06659828082053387,1,0.09090909090909093,0.019283716679835406
nq1s,2020-09-23,2020-09-24,2020-10-08,1,0.05772698029006662,1,0.09421487603305785,0.019561521235419717
nq1s,2020-09-24,2020-09-25,2020-10-09,1,0.051473990134571324,1,0.09421487603305785,0.01938012458019539
nq1s,2020-09-25,2020-09-28,2020-10-12,1,0.05990809103460215,1,0.09421487603305785,0.01942115590883995
nq1s,2020-09-28,2020-09-29,2020-10-12,1,0.06492294812905541,1,0.09454545454545456,0.019467325579828845
nq1s,2020-09-29,2020-09-30,2020-10-14,1,0.04850939268211185,1,0.0991505968778696,0.01929597563685878
nq1s,2020-09-30,2020-10-01,2020-10-15,1,0.02552513438188342,1,0.10098714416896236,0.019114945178556858
nq1s,2020-10-01,2020-10-02,2020-10-12,1,0.07418268377962889,1,0.09610389610389612,0.019012071659846898
nq1s,2020-10-02,2020-10-05,2020-10-19,1,0.01565809797405926,1,0.10383379247015613,0.019341827278007265
nq1s,2020-10-05,2020-10-06,2020-10-12,1,0.07058379954678529,1,0.09454545454545456,0.019344742768496622
nq1s,2020-10-06,2020-10-07,2020-10-21,1,0.019105767625818615,1,0.10484389348025713,0.01933204689927985
nq1s,2020-10-07,2020-10-08,2020-10-22,1,0.009552118341476401,1,0.10484389348025713,0.019270948390000445
nq1s,2020-10-08,2020-10-09,2020-10-23,1,-0.005237684736798087,0,0.10567033976124886,0.019089404064690157
nq1s,2020-10-09,2020-10-12,2020-10-26,1,-0.05138791889950767,0,0.1064967860422406,0.019005846735793412
nq1s,2020-10-12,2020-10-13,2020-10-27,1,-0.042739381944171484,0,0.10732323232323232,0.01926319325173547
nq1s,2020-10-13,2020-10-14,2020-10-28,1,-0.0728672961234178,0,0.10505050505050506,0.019075677343157172
nq1s,2020-10-14,2020-10-15,2020-10-28,-1,0.06445992111722099,1,0.10444444444444445,0.018965368319290275
nq1s,2020-10-15,2020-10-16,2020-10-30,-1,0.0658390217303424,1,0.10404040404040406,0.018835225347228254
nq1s,2020-10-19,2020-10-20,2020-11-03,-1,0.03446135175912346,1,0.10119375573921027,0.01860881890373122
nq1s,2020-10-20,2020-10-21,2020-11-04,-1,-0.006118313211199933,0,0.10018365472910928,0.018423863173009175
nq1s,2020-10-21,2020-10-22,2020-11-05,-1,-0.03597669487234434,0,0.10245638200183654,0.018241179450062622
nq1s,2020-10-22,2020-10-23,2020-11-06,-1,-0.034672892132112665,0,0.11154729109274565,0.01807376218635714
nq1s,2020-10-23,2020-10-26,2020-11-09,-1,-0.028162417122603145,0,0.12063820018365473,0.017893956215690003
nq1s,2020-10-26,2020-10-27,2020-11-10,1,0.0026070577653687366,1,0.1297291092745638,0.017860985174819568
nq1s,2020-10-27,2020-10-28,2020-11-05,1,0.08137020069422007,1,0.10386002886002886,0.0177118501499084
nq1s,2020-10-28,2020-10-29,2020-11-05,1,0.06268264211612795,1,0.104503367003367,0.018466026861898938
nq1s,2020-10-29,2020-10-30,2020-11-04,1,0.0628680081281594,1,0.09772727272727272,0.018460024282414268
nq1s,2020-10-30,2020-11-02,2020-11-04,1,0.06133020733258654,1,0.09696969696969697,0.018671404948287732
nq1s,2020-11-02,2020-11-03,2020-11-05,1,0.06949426586182206,1,0.1053030303030303,0.018486484221014662
nq1s,2020-11-04,2020-11-05,2020-11-19,1,-0.007417830491716515,0,0.15104945559491015,0.01923490783814185
nq1s,2020-11-05,2020-11-06,2020-11-20,1,-0.01411572284430207,0,0.14795028204119112,0.019358105614300042
nq1s,2020-11-06,2020-11-09,2020-11-23,1,0.007144167031068349,1,0.1380329266692903,0.019167727716145024
nq1s,2020-11-09,2020-11-10,2020-11-24,1,0.03864287417232326,1,0.12811557129738946,0.01925376854383313
nq1s,2020-11-10,2020-11-11,2020-11-25,1,0.022153100883198107,1,0.11819821592548863,0.01924169980600343
nq1s,2020-11-11,2020-11-12,2020-11-27,-1,-0.036344982564845196,0,0.10828086055358782,0.019290709863662218
nq1s,2020-11-12,2020-11-13,2020-11-30,-1,-0.028378022076772424,0,0.10139380821199002,0.019124586152486314
nq1s,2020-11-13,2020-11-16,2020-12-01,1,0.03657809980006377,1,0.09667125803489439,0.01896880711084703
nq1s,2020-11-16,2020-11-17,2020-12-02,1,0.03924078682447529,1,0.09357208448117539,0.018790273984719934
nq1s,2020-11-17,2020-11-18,2020-12-03,1,0.04641780741204826,1,0.09173553719008264,0.018612325784385243
nq1s,2020-11-18,2020-11-19,2020-12-04,1,0.04396289916888385,1,0.09090909090909091,0.018461905562561564
nq1s,2020-11-19,2020-11-20,2020-12-07,1,0.05635782654434607,1,0.09090909090909091,0.018298558102711155
nq1s,2020-11-20,2020-11-23,2020-12-08,1,0.05968910504810587,1,0.09090909090909091,0.018154064989759806
nq1s,2020-11-23,2020-11-24,2020-12-09,1,0.023811622915436814,1,0.09090909090909091,0.017974482108263783
nq1s,2020-11-24,2020-11-25,2020-12-10,-1,-0.020343412099691704,0,0.09090909090909091,0.017887296610429544
nq1s,2020-11-25,2020-11-27,2020-12-11,1,0.008974497302245865,1,0.09090909090909091,0.017721609063363314
nq1s,2020-11-27,2020-11-30,2020-12-14,1,0.014514981824991224,1,0.09090909090909091,0.017572242065796845
nq1s,2020-11-30,2020-12-01,2020-12-15,1,0.010996413501311864,1,0.09090909090909091,0.017397417076448353
nq1s,2020-12-01,2020-12-02,2020-12-16,1,0.016752697143852302,1,0.09090909090909091,0.017311136514165684
nq1s,2020-12-02,2020-12-03,2020-12-17,1,0.022424064730497406,1,0.09090909090909091,0.017140926427574848
nq1s,2020-12-03,2020-12-04,2020-12-18,1,0.01429771700666116,1,0.09090909090909091,0.016971452422660356
nq1s,2020-12-04,2020-12-07,2020-12-21,1,0.006441072653881719,1,0.09090909090909091,0.01680824108899834
nq1s,2020-12-07,2020-12-08,2020-12-22,1,0.005238940590482244,1,0.09090909090909091,0.016648306895120316
nq1s,2020-12-08,2020-12-09,2020-12-23,1,0.02224282949648071,1,0.09090909090909091,0.0164834637597382
nq1s,2020-12-09,2020-12-10,2020-12-24,1,0.023616951221372418,1,0.09090909090909091,0.016655616555365984
nq1s,2020-12-10,2020-12-11,2020-12-28,1,0.036406444936668336,1,0.09090909090909091,0.016490678884972788
nq1s,2020-12-11,2020-12-14,2020-12-29,1,0.02991904156114522,1,0.09090909090909091,0.016338413167127298
nq1s,2020-12-14,2020-12-15,2020-12-30,-1,-0.01930281062974437,0,0.09090909090909091,0.016194324314401105
nq1s,2020-12-15,2020-12-16,2020-12-31,-1,-0.01680646063416802,0,0.09090909090909091,0.01608197895099425
nq1s,2020-12-16,2020-12-17,2021-01-04,-1,0.005150090993058853,1,0.09090909090909091,0.015931926829590774
nq1s,2020-12-17,2020-12-18,2021-01-05,-1,-0.006351468070926458,0,0.09090909090909091,0.015785108518149852
nq1s,2020-12-18,2020-12-21,2021-01-06,-1,0.005276639944094441,1,0.09090909090909091,0.01564422740347235
nq1s,2020-12-21,2020-12-22,2021-01-07,-1,-0.017006416577032724,0,0.09090909090909091,0.015499937689317069
nq1s,2020-12-22,2020-12-23,2021-01-08,-1,-0.034646259984963734,0,0.09090909090909091,0.015345734928707548
nq1s,2020-12-23,2020-12-24,2021-01-11,-1,-0.015038464768778681,0,0.09090909090909091,0.015220359517523683
nq1s,2020-12-24,2020-12-28,2021-01-12,-1,-0.004470714596067182,0,0.09090909090909091,0.015072820041091822
nq1s,2020-12-28,2020-12-29,2021-01-13,-1,-0.010169283689576147,0,0.09090909090909091,0.014967454222710482
nq1s,2020-12-29,2020-12-30,2021-01-14,-1,-0.004622713873972728,0,0.09090909090909091,0.014819668799235228
nq1s,2020-12-30,2020-12-31,2021-01-15,-1,0.0064817114357413885,1,0.09090909090909091,0.014674605099832257
nq1s,2020-12-31,2021-01-04,2021-01-19,-1,-0.02337374143374049,0,0.09090909090909091,0.01453015256575349
nq1s,2021-01-04,2021-01-05,2021-01-20,1,0.038394381473517925,1,0.09090909090909091,0.014594413229079
nq1s,2021-01-05,2021-01-06,2021-01-20,1,0.052306314705450774,1,0.09090909090909091,0.01448144538502375
nq1s,2021-01-06,2021-01-07,2021-01-22,1,0.03298193547711392,1,0.09173553719008264,0.014503364100573648
nq1s,2021-01-07,2021-01-08,2021-01-25,1,0.028470937352320647,1,0.09173553719008264,0.014714672925263128
nq1s,2021-01-08,2021-01-11,2021-01-26,1,0.04462030795724026,1,0.09256198347107439,0.014651614121739752
nq1s,2021-01-11,2021-01-12,2021-01-27,1,0.016560777781586822,1,0.09338842975206613,0.014711072177239383
nq1s,2021-01-12,2021-01-13,2021-01-28,1,0.016343200152610038,1,0.09522497704315885,0.014568122764886645
nq1s,2021-01-13,2021-01-14,2021-01-29,1,0.0007941965961588693,1,0.09706152433425162,0.014437857002006314
nq1s,2021-01-14,2021-01-15,2021-01-25,1,0.05125228513023394,1,0.09242424242424242,0.014330593886244422
nq1s,2021-01-15,2021-01-19,2021-02-02,1,0.03507140349929294,1,0.0997245179063361,0.014247912541128996
nq1s,2021-01-19,2021-01-20,2021-02-03,1,0.007493899468586918,1,0.10055096418732784,0.014218818372707248
nq1s,2021-01-20,2021-01-21,2021-02-04,1,0.011283198797478633,1,0.10137741046831956,0.014404239261332637
nq1s,2021-01-21,2021-01-22,2021-02-05,1,0.01754528584850057,1,0.10238751147842057,0.014281309421655375
nq1s,2021-01-22,2021-01-25,2021-02-08,1,0.015280964539096331,1,0.10422405876951331,0.01415508190295625
nq1s,2021-01-25,2021-01-26,2021-02-09,1,0.014338152742180199,1,0.10732323232323232,0.01404236465928566
nq1s,2021-01-26,2021-01-27,2021-02-10,1,0.04023122831614678,1,0.1112193362193362,0.013904296670008224
nq1s,2021-01-28,2021-01-29,2021-02-04,-1,-0.04810300411897117,0,0.10444444444444442,0.014297157417238254
nq1s,2021-01-29,2021-02-01,2021-02-16,1,0.03935073558825586,1,0.12305194805194804,0.014509860488866802
nq1s,2021-02-01,2021-02-02,2021-02-17,1,0.01847283065110439,1,0.1281024531024531,0.014740831214955175
nq1s,2021-02-02,2021-02-03,2021-02-18,1,0.01766781381671656,1,0.1371933621933622,0.01472870432695243
nq1s,2021-02-03,2021-02-04,2021-02-19,1,0.0021014994742021287,1,0.14628427128427127,0.014607147317407287
nq1s,2021-02-04,2021-02-05,2021-02-22,1,-0.027870457742466215,0,0.1599206349206349,0.01452253425486642
nq1s,2021-02-05,2021-02-08,2021-02-23,1,-0.03654360113941735,0,0.17254689754689756,0.01437984404808348
nq1s,2021-02-11,2021-02-12,2021-02-23,-1,0.04540215057965469,1,0.1931972789115646,0.013859913141366224
nq1s,2021-02-18,2021-02-19,2021-02-25,1,-0.056380959542025266,0,0.25666666666666665,0.013411451464000865
nq1s,2021-02-22,2021-02-23,2021-03-04,1,-0.05748843654374447,0,0.2199404761904762,0.013742176004972604
nq1s,2021-02-23,2021-02-24,2021-03-03,1,-0.04775044775717596,0,0.2238095238095238,0.013614791358412533
nq1s,2021-02-24,2021-02-25,2021-03-11,1,0.01673145676903154,1,0.17976190476190476,0.013517097712096918
nq1s,2021-02-25,2021-02-26,2021-03-08,1,-0.04870400104662309,0,0.18469387755102043,0.014361861810790884
nq1s,2021-02-26,2021-03-01,2021-03-03,1,-0.04607636646458424,0,0.16984126984126982,0.014241024890693166
nq1s,2021-03-01,2021-03-02,2021-03-04,-1,0.04706820300478576,1,0.15873015873015872,0.01461757767207994
nq1s,2021-03-02,2021-03-03,2021-03-17,1,0.0399267146232809,1,0.1467893217893218,0.014694893895433832
nq1s,2021-03-03,2021-03-04,2021-03-15,1,0.048847511840156344,1,0.15446428571428572,0.015136004504680658
nq1s,2021-03-04,2021-03-05,2021-03-19,1,0.014879640651226822,1,0.13784271284271285,0.015201602080449576
nq1s,2021-03-05,2021-03-08,2021-03-11,1,0.05927836501371608,1,0.15029761904761904,0.015232614714316021
nq1s,2021-03-08,2021-03-09,2021-03-23,1,0.017571650833833274,1,0.12186475141020595,0.015638063732794947
nq1s,2021-03-09,2021-03-10,2021-03-24,1,0.004211382567376631,1,0.11497769906860814,0.01644544843978189
nq1s,2021-03-10,2021-03-11,2021-03-25,1,-0.02080868372917699,0,0.1102551488915125,0.016289044072123237
nq1s,2021-03-11,2021-03-12,2021-03-26,1,0.0032750620798065455,1,0.10715597533779352,0.016441998658174122
nq1s,2021-03-12,2021-03-15,2021-03-29,1,-0.009591155163098719,0,0.10243342516069788,0.016333696648756738
nq1s,2021-03-15,2021-03-16,2021-03-30,1,-0.020216296028140235,0,0.09933425160697888,0.01623889122064711
nq1s,2021-03-16,2021-03-17,2021-03-31,1,-0.007553667652052454,0,0.09623507805325987,0.016090863525325075
nq1s,2021-03-17,2021-03-18,2021-04-01,1,0.04110443277036424,1,0.09439853076216713,0.015935424592149777
nq1s,2021-03-18,2021-03-19,2021-04-02,1,0.036050615560162313,1,0.09256198347107439,0.01641798965812599
nq1s,2021-03-19,2021-03-22,2021-04-05,1,0.038549634413191924,1,0.09173553719008264,0.016268342879007556
nq1s,2021-03-22,2021-03-23,2021-04-06,1,0.04243146268709275,1,0.09400826446280992,0.016284703732118336
nq1s,2021-03-23,2021-03-24,2021-04-05,1,0.0600267364726399,1,0.09090909090909091,0.01614268870499381
nq1s,2021-03-24,2021-03-25,2021-04-05,1,0.0618652239552695,1,0.09090909090909091,0.0161595390866201
nq1s,2021-03-25,2021-03-26,2021-04-08,1,0.05848678568870547,1,0.09974747474747474,0.016001456928315994
nq1s,2021-03-26,2021-03-29,2021-04-08,1,0.06020418685302076,1,0.10072951739618406,0.015981339704604813
nq1s,2021-03-29,2021-03-30,2021-04-05,1,0.05346320562102491,1,0.09090909090909091,0.015825423648834425
nq1s,2021-03-30,2021-03-31,2021-04-09,1,0.054974510541519805,1,0.10621843434343434,0.015687621815920278
nq1s,2021-03-31,2021-04-01,2021-04-15,1,0.0510905102355359,1,0.10780532598714418,0.015690737912992664
nq1s,2021-04-01,2021-04-02,2021-04-15,1,0.0510905102355359,1,0.10949494949494949,0.015704545341990003
nq1s,2021-04-02,2021-04-05,2021-04-19,1,0.022687931335937606,1,0.1086317722681359,0.015548917353369971
nq1s,2021-04-05,2021-04-06,2021-04-20,-1,-0.01639036482015399,0,0.10863177226813589,0.015623562808007453
nq1s,2021-04-06,2021-04-07,2021-04-21,-1,-0.022853777675630127,0,0.10553259871441689,0.01547208130885096
nq1s,2021-04-07,2021-04-08,2021-04-22,-1,-0.00018183140570471323,0,0.10243342516069788,0.015319114110670044
nq1s,2021-04-08,2021-04-09,2021-04-23,1,0.007025410337835325,1,0.10059687786960514,0.015220303704902988
nq1s,2021-04-09,2021-04-12,2021-04-26,1,0.01457597179538972,1,0.09749770431588614,0.01508149215893315
nq1s,2021-04-12,2021-04-13,2021-04-27,1,-0.0016291459534034658,0,0.09439853076216713,0.014937769026248228
nq1s,2021-04-13,2021-04-14,2021-04-28,1,0.006753122338993833,1,0.09256198347107439,0.014861687154176226
nq1s,2021-04-14,2021-04-15,2021-04-29,1,-0.004326457092998837,0,0.09173553719008264,0.014853206475671375
nq1s,2021-04-15,2021-04-16,2021-04-30,1,-0.012877022927710868,0,0.09173553719008264,0.014835723223354517
nq1s,2021-04-16,2021-04-19,2021-05-03,1,-0.0077472870316182,0,0.09090909090909091,0.014688372417901987
nq1s,2021-04-19,2021-04-20,2021-05-04,1,-0.01889903580257979,0,0.09090909090909091,0.014626567912045143
nq1s,2021-04-20,2021-04-21,2021-05-05,1,-0.03124997768785498,0,0.09090909090909091,0.01453513252669211
nq1s,2021-04-21,2021-04-22,2021-05-06,1,-0.011152667886573653,0,0.09090909090909091,0.014430715900496412
nq1s,2021-04-22,2021-04-23,2021-05-07,1,-0.015722143527471033,0,0.09090909090909091,0.014415332722563944
nq1s,2021-04-23,2021-04-26,2021-05-10,1,-0.04785654595726285,0,0.09090909090909091,0.014363377477242483
nq1s,2021-04-26,2021-04-27,2021-05-11,1,-0.04447782442920989,0,0.09090909090909091,0.014235078457478326
nq1s,2021-04-27,2021-04-28,2021-05-12,1,-0.0664971645000989,0,0.09173553719008266,0.014116149099295516
nq1s,2021-04-28,2021-04-29,2021-05-11,1,-0.044513658373807274,0,0.09090909090909091,0.013999128297829651
nq1s,2021-04-29,2021-04-30,2021-05-12,1,-0.06345126644430188,0,0.09191919191919191,0.013866598004175374
nq1s,2021-04-30,2021-05-03,2021-05-12,1,-0.05910972561598449,0,0.09204545454545454,0.013783953008061197
nq1s,2021-05-03,2021-05-04,2021-05-18,1,-0.024227295335716548,0,0.10828086055358783,0.013668775787493882
nq1s,2021-05-04,2021-05-05,2021-05-19,1,-0.01927130305206326,0,0.11011740784468058,0.013810292950589487
nq1s,2021-05-05,2021-05-06,2021-05-12,1,-0.0450703716895795,0,0.09272727272727273,0.013684473223900631
nq1s,2021-05-06,2021-05-07,2021-05-12,1,-0.05327329235437972,0,0.09318181818181817,0.013586474072593788
nq1s,2021-05-07,2021-05-10,2021-05-24,1,0.020636476253946157,1,0.11461694870785782,0.01349162188605115
nq1s,2021-05-10,2021-05-11,2021-05-25,1,0.022980577814436742,1,0.11645349599895055,0.013881706253994642
nq1s,2021-05-11,2021-05-12,2021-05-24,1,0.047824385107130496,1,0.11988536155202821,0.013744561982471894
nq1s,2021-05-12,2021-05-13,2021-05-26,1,0.04478276684914029,1,0.12011904761904764,0.014113123019961935
nq1s,2021-05-13,2021-05-14,2021-05-28,1,0.022125858743141436,1,0.11323953823953826,0.014017291385823142
nq1s,2021-05-14,2021-05-17,2021-06-01,1,0.02562078384424815,1,0.10934343434343435,0.014205855759949718
nq1s,2021-05-17,2021-05-18,2021-06-02,1,0.03435242892293289,1,0.10707070707070708,0.014095400571365954
nq1s,2021-05-18,2021-05-19,2021-06-03,1,0.022102514869089873,1,0.10606060606060606,0.013991258415393724
nq1s,2021-05-19,2021-05-20,2021-06-04,1,0.020567079438409408,1,0.10505050505050506,0.013853619956890998
nq1s,2021-05-21,2021-05-24,2021-06-08,-1,-0.012843227170902694,0,0.1022038567493113,0.013857319943333597
nq1s,2021-05-24,2021-05-25,2021-06-09,1,0.011503375789599701,1,0.10137741046831955,0.013915607483267818
nq1s,2021-05-25,2021-05-26,2021-06-10,1,0.01876410802140782,1,0.09954086317722681,0.013777604546087011
nq1s,2021-05-26,2021-05-27,2021-06-11,-1,-0.023772122424563946,0,0.09770431588613407,0.01364489299639576
nq1s,2021-05-27,2021-05-28,2021-06-14,-1,-0.03151863221397555,0,0.09586776859504133,0.013517191626574962
nq1s,2021-05-28,2021-06-01,2021-06-15,-1,-0.027492877024162254,0,0.09586776859504133,0.013383164151456897
nq1s,2021-06-01,2021-06-02,2021-06-16,-1,-0.022162191708785528,0,0.09586776859504133,0.013259096347757238
nq1s,2021-06-02,2021-06-03,2021-06-14,-1,-0.04307456948744637,0,0.09431818181818183,0.013128155328338909
nq1s,2021-06-03,2021-06-04,2021-06-18,1,0.019829069135235855,1,0.09504132231404959,0.013093869718782373
nq1s,2021-06-04,2021-06-07,2021-06-21,1,0.02385480480227109,1,0.09421487603305785,0.013178468399280474
nq1s,2021-06-07,2021-06-08,2021-06-22,1,0.032365231961106744,1,0.09338842975206613,0.013050076591921426
nq1s,2021-06-08,2021-06-09,2021-06-23,1,0.03249922732638133,1,0.09338842975206613,0.012920301044915736
nq1s,2021-06-09,2021-06-10,2021-06-24,1,0.028399000609747205,1,0.09338842975206613,0.012792054131449756
nq1s,2021-06-10,2021-06-11,2021-06-25,1,0.02486769064010197,1,0.09338842975206613,0.012736620754100498
nq1s,2021-06-11,2021-06-14,2021-06-28,1,0.02761289313369808,1,0.09338842975206613,0.012611515548931019
nq1s,2021-06-14,2021-06-15,2021-06-29,1,0.037874370000526625,1,0.09338842975206613,0.012539132494966413
nq1s,2021-06-15,2021-06-16,2021-06-29,1,0.04137506121058898,1,0.09272727272727274,0.012464791083590894
nq1s,2021-06-16,2021-06-17,2021-07-01,1,0.02733167283654403,1,0.09256198347107437,0.012357223825143848
nq1s,2021-06-17,2021-06-18,2021-07-02,1,0.047228220930616516,1,0.09173553719008264,0.01235071355687896
nq1s,2021-06-18,2021-06-21,2021-07-02,1,0.04048223404871898,1,0.09181818181818183,0.012304641816544453
nq1s,2021-06-21,2021-06-22,2021-07-07,1,0.03744350968471366,1,0.09256198347107437,0.012208666855843622
nq1s,2021-06-22,2021-06-23,2021-07-08,1,0.0310117085469912,1,0.09256198347107437,0.012137867730500868
nq1s,2021-06-23,2021-06-24,2021-07-09,1,0.03129032307844781,1,0.09256198347107439,0.012017819269213753
nq1s,2021-06-24,2021-06-25,2021-07-12,1,0.036312224345651956,1,0.09256198347107439,0.011919792272996327
nq1s,2021-06-25,2021-06-28,2021-07-13,1,0.023999109425986376,1,0.09256198347107439,0.011806065225240152
nq1s,2021-06-28,2021-06-29,2021-07-14,1,0.022323302832509384,1,0.09256198347107439,0.011784467215705273
nq1s,2021-06-29,2021-06-30,2021-07-15,1,0.016259966571441353,1,0.09256198347107439,0.011670394826270842
nq1s,2021-06-30,2021-07-01,2021-07-16,1,0.008350779217527915,1,0.09173553719008264,0.01155968003623393
nq1s,2021-07-01,2021-07-02,2021-07-19,1,-0.011827378126444188,0,0.09173553719008264,0.011446708794015424
nq1s,2021-07-02,2021-07-06,2021-07-20,1,-0.003576487162586517,0,0.09173553719008264,0.011415770174463824
nq1s,2021-07-06,2021-07-07,2021-07-21,1,0.0017212289096164568,1,0.09090909090909091,0.011307642276168968
nq1s,2021-07-07,2021-07-08,2021-07-22,1,0.014591657560954374,1,0.09090909090909091,0.011195131436648657
nq1s,2021-07-08,2021-07-09,2021-07-23,1,0.019225896035445444,1,0.09090909090909091,0.01113779426546867
nq1s,2021-07-09,2021-07-12,2021-07-26,1,0.01657422807574349,1,0.09274563820018367,0.011049903598552586
nq1s,2021-07-12,2021-07-13,2021-07-27,1,0.005551330387902453,1,0.09584481175390266,0.01094462659366636
nq1s,2021-07-13,2021-07-14,2021-07-28,1,0.008009205696936306,1,0.09894398530762168,0.010839360785088731
nq1s,2021-07-14,2021-07-15,2021-07-29,1,0.016781476961270414,1,0.10204315886134067,0.010731516449155118
nq1s,2021-07-15,2021-07-16,2021-07-30,1,0.019257166539166093,1,0.10514233241505969,0.010694460746063528
nq1s,2021-07-16,2021-07-19,2021-07-23,1,0.037607232099224674,1,0.09090909090909091,0.010670467576596537
nq1s,2021-07-19,2021-07-20,2021-08-03,1,0.021734874207680832,1,0.11007805325987144,0.010660516450949672
nq1s,2021-07-20,2021-07-21,2021-08-04,-1,-0.016437810022971178,0,0.1119146005509642,0.01067275630304156
nq1s,2021-07-21,2021-07-22,2021-08-05,-1,-0.015899325660322816,0,0.11375114784205693,0.010597310580576844
nq1s,2021-07-22,2021-07-23,2021-08-06,-1,0.00016559855668951684,1,0.11558769513314969,0.01051820171207644
nq1s,2021-07-27,2021-07-28,2021-08-11,1,0.0005327828040737614,1,0.1133149678604224,0.010455511146504755
nq1s,2021-07-28,2021-07-29,2021-08-12,1,0.002706181869790214,1,0.11021579430670339,0.01035871925685373
nq1s,2021-07-29,2021-07-30,2021-08-13,1,0.011302748188185774,1,0.10711662075298438,0.010255684288265031
nq1s,2021-07-30,2021-08-02,2021-08-16,1,0.012048638863612737,1,0.10401744719926538,0.010201047546562295
nq1s,2021-08-02,2021-08-03,2021-08-17,1,-0.003245270166978287,0,0.10091827364554637,0.010102056904867523
nq1s,2021-08-03,2021-08-04,2021-08-18,-1,0.014988876252093775,1,0.09908172635445363,0.010024625302365645
nq1s,2021-08-04,2021-08-05,2021-08-19,-1,0.01593281920469103,1,0.09724517906336089,0.009924986834838723
nq1s,2021-08-05,2021-08-06,2021-08-20,-1,0.0005798109981380861,1,0.09540863177226813,0.00984874154010391
nq1s,2021-08-06,2021-08-09,2021-08-23,-1,-0.011781370095510724,0,0.09357208448117539,0.009791183054824253
nq1s,2021-08-09,2021-08-10,2021-08-24,-1,-0.02046124014856332,0,0.09256198347107439,0.009694029765618504
